@RELATION POSIT

@attribute classification {Anti-extremist, Pro-extremist, neutral}
@attribute number_of_exclam numeric
@attribute number_of_dollar numeric
@attribute number_of_ast numeric
@attribute number_of_dot numeric
@attribute number_of_0 numeric
@attribute number_of_1 numeric
@attribute number_of_2 numeric
@attribute number_of_3 numeric
@attribute number_of_4 numeric
@attribute number_of_5 numeric
@attribute number_of_6 numeric
@attribute number_of_7 numeric
@attribute number_of_8 numeric
@attribute number_of_9 numeric
@attribute number_of_quest numeric
@attribute number_of_a numeric
@attribute number_of_b numeric
@attribute number_of_c numeric
@attribute number_of_d numeric
@attribute number_of_e numeric
@attribute number_of_f numeric
@attribute number_of_g numeric
@attribute number_of_h numeric
@attribute number_of_i numeric
@attribute number_of_j numeric
@attribute number_of_k numeric
@attribute number_of_l numeric
@attribute number_of_m numeric
@attribute number_of_n numeric
@attribute number_of_o numeric
@attribute number_of_p numeric
@attribute number_of_q numeric
@attribute number_of_r numeric
@attribute number_of_s numeric
@attribute number_of_t numeric
@attribute number_of_u numeric
@attribute number_of_v numeric
@attribute number_of_w numeric
@attribute number_of_x numeric
@attribute number_of_y numeric
@attribute number_of_z numeric
@attribute total_unique_chars numeric
@attribute total_chars numeric
@attribute specials numeric
@attribute total_words numeric
@attribute total_unique_words numeric
@attribute ttr numeric
@attribute number_of_sentences numeric
@attribute asl numeric
@attribute number_of_chars numeric
@attribute awl numeric
@attribute noun_types numeric
@attribute verb_types numeric
@attribute adjective_types numeric
@attribute preposition_types numeric
@attribute possessive_types numeric
@attribute personal_types numeric
@attribute determiner_types numeric
@attribute adverb_types numeric
@attribute particle_types numeric
@attribute interjection_types numeric
@attribute verbs numeric
@attribute nouns numeric
@attribute preposition numeric
@attribute possessive numeric
@attribute personal numeric
@attribute particles numeric
@attribute interjections numeric
@attribute determiners numeric
@attribute adverbs numeric
@attribute adjectives numeric

@data
neutral,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,9,4,1,1,2,2,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
neutral,0,0,31,40,2,26,3,16,16,11,62,7,7,8,1,529,132,233,245,724,144,181,242,471,16,83,287,191,441,542,189,12,394,464,556,199,73,126,11,149,10,9437,39,3,1363,741,0.543654,33,41.303,9436,6.92296,445,57,11,20,12,12,5,8,0,0,152,1238,114,60,60,0,0,36,32,24
neutral,0,0,31,40,2,26,3,16,16,11,62,7,7,8,1,529,132,233,245,724,144,181,242,471,16,83,287,191,441,542,189,12,394,464,556,199,73,126,11,149,10,9437,39,3,1363,741,0.543654,33,41.303,9436,6.92296,445,57,11,20,12,12,5,8,0,0,152,1238,114,60,60,0,0,36,32,24
neutral,85,1,87,2,48,18,28,26,6,30,37,78,8,28,17,1147,203,551,501,1780,332,388,720,967,27,211,800,275,813,1097,256,13,994,766,1293,539,132,218,19,230,15,20399,41,5,3219,1072,0.333023,52,61.9038,20399,6.33706,428,27,9,13,6,6,4,5,0,0,78,1322,88,24,24,0,0,14,12,18
neutral,0,188,297,2,135,271,45,4,91,44,100,72,42,39,22,1769,442,852,686,2125,461,483,772,1359,39,162,764,712,1532,1463,579,13,1156,1547,1700,660,217,420,39,340,27,28178,40,4,3234,1592,0.49227,97,33.3402,28174,8.71181,451,50,20,17,8,8,6,8,1,0,138,1252,102,44,44,2,0,38,30,42
neutral,0,160,324,2,21,100,3,311,85,99,34,94,27,30,14,1889,369,899,761,2361,476,576,909,1635,61,225,1008,761,1633,1728,608,26,1272,1547,1948,605,236,475,37,375,40,30415,40,4,3903,1868,0.478606,108,36.1389,30408,7.79093,436,44,15,13,11,11,6,14,1,0,138,1232,90,60,60,4,0,36,54,36
neutral,0,0,54,1,103,69,24,69,25,39,21,15,10,7,9,869,201,372,452,1126,198,254,399,757,26,98,453,298,692,859,289,13,592,701,837,282,148,183,16,228,15,15013,39,3,2215,982,0.443341,69,32.1014,15012,6.77743,441,51,22,16,14,14,5,10,0,0,150,1230,106,52,52,0,0,38,32,50
neutral,0,0,54,1,103,69,24,69,25,39,21,15,10,7,9,869,201,372,452,1126,198,254,399,757,26,98,453,298,692,859,289,13,592,701,837,282,148,183,16,228,15,15013,39,3,2215,982,0.443341,69,32.1014,15012,6.77743,441,51,22,16,14,14,5,10,0,0,150,1230,106,52,52,0,0,38,32,50
neutral,104,1,102,19,52,17,354,4,34,25,6,11,18,14,14,1492,370,761,612,1870,348,374,825,1291,85,192,795,481,1213,1386,386,109,1014,1218,1567,497,189,542,40,305,22,24316,41,5,3745,1501,0.400801,83,45.1205,24310,6.49132,457,28,7,14,8,8,5,8,0,0,76,1292,78,24,24,0,0,18,18,16
neutral,0,0,18,1,22,12,10,4,10,43,10,5,6,7,1,511,127,286,197,671,171,174,217,486,15,68,297,175,402,593,200,18,402,501,589,229,74,103,12,121,8,8966,39,3,1305,687,0.526437,25,52.2,8965,6.86973,442,46,15,15,8,8,7,9,0,0,136,1250,112,80,80,0,0,48,30,32
neutral,0,0,18,1,27,12,3,10,36,13,9,5,7,8,1,418,102,203,177,530,113,139,173,389,13,57,231,144,296,398,141,11,292,391,413,148,61,87,8,100,9,7161,39,3,1000,595,0.595,19,52.6316,7160,7.16,460,40,9,18,9,9,7,9,1,0,122,1306,102,50,50,2,0,40,34,20
neutral,0,0,18,1,27,12,3,10,36,13,9,5,7,8,1,418,102,203,177,530,113,139,173,389,13,57,231,144,296,398,141,11,292,391,413,148,61,87,8,100,9,7161,39,3,1000,595,0.595,19,52.6316,7160,7.16,460,40,9,18,9,9,7,9,1,0,122,1306,102,50,50,2,0,40,34,20
neutral,85,1,91,2,49,19,355,29,21,6,12,17,12,9,7,1447,373,729,587,1752,365,395,731,1293,91,189,713,484,1158,1301,378,110,976,1152,1504,468,173,480,29,285,26,23526,41,5,3560,1445,0.405899,71,50.1408,23524,6.60787,430,25,11,12,5,5,3,7,0,0,68,1326,78,16,16,0,0,16,20,22
neutral,0,114,1,134,12,148,124,52,64,25,15,16,23,9,15,1530,375,713,616,1787,335,413,510,1117,63,146,712,492,1227,1411,438,22,1133,1238,1411,482,186,271,27,295,23,24055,40,4,3502,1381,0.394346,81,43.2346,23954,6.84009,445,42,17,16,8,8,7,12,1,0,130,1246,116,34,34,2,0,48,36,36
neutral,0,114,1,134,12,148,124,52,64,25,15,16,23,9,15,1530,375,713,616,1787,335,413,510,1117,63,146,712,492,1227,1411,438,22,1133,1238,1411,482,186,271,27,295,23,24055,40,4,3502,1381,0.394346,81,43.2346,23954,6.84009,445,42,17,16,8,8,7,12,1,0,130,1246,116,34,34,2,0,48,36,36
neutral,172,141,16,189,2,112,19,78,5,47,6,24,18,20,20,1796,367,705,733,2371,515,331,802,1514,23,132,967,565,1460,1596,512,16,1242,1473,1935,511,189,416,29,321,14,28118,41,5,4403,1282,0.291165,135,32.6148,28118,6.3861,436,28,8,12,6,6,4,6,0,0,72,1280,90,26,26,0,0,18,14,20
neutral,0,0,44,1,53,2,35,20,33,19,12,10,10,82,6,754,152,378,330,1077,196,204,283,674,39,90,400,256,617,716,261,12,608,644,794,251,119,141,11,150,11,12970,39,3,1838,922,0.501632,43,42.7442,12967,7.05495,438,55,13,16,11,11,6,14,0,0,154,1224,106,50,50,0,0,44,42,32
neutral,0,0,44,1,53,2,35,20,33,19,12,10,10,82,6,754,152,378,330,1077,196,204,283,674,39,90,400,256,617,716,261,12,608,644,794,251,119,141,11,150,11,12970,39,3,1838,922,0.501632,43,42.7442,12967,7.05495,438,55,13,16,11,11,6,14,0,0,154,1224,106,50,50,0,0,44,42,32
neutral,100,1,121,2,48,26,38,5,17,6,18,62,22,14,10,947,176,459,408,1167,240,245,345,883,24,79,530,284,794,868,334,12,709,787,914,318,141,149,25,172,24,15819,41,5,2143,992,0.462902,48,44.6458,15817,7.38077,434,27,6,13,6,6,3,6,0,0,78,1300,88,22,22,0,0,10,14,20
neutral,0,0,43,61,51,3,17,31,5,14,10,9,10,83,4,640,142,294,281,917,161,197,303,621,23,78,395,231,482,662,306,14,444,596,678,251,86,145,14,211,13,11832,39,3,1712,817,0.47722,53,32.3019,11830,6.91005,442,41,19,15,11,11,6,6,2,0,142,1248,104,52,52,4,0,40,24,40
neutral,0,0,43,61,51,3,17,31,5,14,10,9,10,83,4,640,142,294,281,917,161,197,303,621,23,78,395,231,482,662,306,14,444,596,678,251,86,145,14,211,13,11832,39,3,1712,817,0.47722,53,32.3019,11830,6.91005,442,41,19,15,11,11,6,6,2,0,142,1248,104,52,52,4,0,40,24,40
neutral,0,0,43,61,51,3,17,31,5,14,10,9,10,83,4,640,142,294,281,917,161,197,303,621,23,78,395,231,482,662,306,14,444,596,678,251,86,145,14,211,13,11832,39,3,1712,817,0.47722,53,32.3019,11830,6.91005,442,41,19,15,11,11,6,6,2,0,142,1248,104,52,52,4,0,40,24,40
neutral,82,1,85,46,3,16,26,18,6,11,67,16,8,10,7,805,169,359,346,1217,224,250,387,776,14,82,481,235,637,805,298,13,642,735,887,281,111,143,20,221,23,14236,41,5,2072,918,0.44305,57,36.3509,14236,6.87066,429,28,13,12,5,5,5,6,0,0,80,1320,82,22,22,0,0,16,14,26
neutral,0,0,39,1,54,38,18,26,15,6,8,10,80,7,5,645,144,301,280,896,177,207,278,634,16,75,366,252,532,669,238,14,494,554,679,240,112,134,10,179,13,11681,39,3,1703,809,0.475044,50,34.06,11680,6.85849,435,48,17,16,10,10,10,13,0,0,158,1230,96,50,50,0,0,46,38,40
neutral,0,0,39,1,54,38,18,26,15,6,8,10,80,7,5,645,144,301,280,896,177,207,278,634,16,75,366,252,532,669,238,14,494,554,679,240,112,134,10,179,13,11681,39,3,1703,809,0.475044,50,34.06,11680,6.85849,435,48,17,16,10,10,10,13,0,0,158,1230,96,50,50,0,0,46,38,40
neutral,82,1,80,2,42,17,26,5,22,6,17,16,76,10,10,758,149,357,324,991,241,236,344,712,13,98,440,243,574,808,244,12,544,645,779,311,134,149,20,210,15,13312,41,5,1916,912,0.475992,63,30.4127,13312,6.94781,435,26,10,14,5,5,3,5,0,0,70,1334,88,18,18,0,0,14,12,20
neutral,0,23,1,1,35,21,11,4,17,48,10,7,6,9,3,516,126,260,242,702,156,174,200,488,19,65,296,173,428,558,176,12,399,465,511,173,75,108,13,128,11,9059,40,4,1265,729,0.576285,26,48.6538,9058,7.16047,451,40,21,14,9,9,4,6,1,0,124,1274,92,46,46,2,0,42,26,44
neutral,0,23,1,1,35,21,11,4,17,48,10,7,6,9,3,516,126,260,242,702,156,174,200,488,19,65,296,173,428,558,176,12,399,465,511,173,75,108,13,128,11,9059,40,4,1265,729,0.576285,26,48.6538,9058,7.16047,451,40,21,14,9,9,4,6,1,0,124,1274,92,46,46,2,0,42,26,44
neutral,88,94,2,22,47,22,39,19,6,6,17,15,18,13,96,1098,300,508,507,1437,266,322,470,984,20,99,581,311,869,1038,278,16,854,916,1123,416,113,218,18,254,9,18302,41,5,2673,1098,0.410774,81,33,18302,6.84699,434,29,8,12,6,6,4,6,0,0,76,1280,88,30,30,0,0,14,14,20
neutral,0,127,1,179,196,2,82,32,69,48,40,60,27,36,18,1576,268,723,604,1659,411,394,656,1266,28,148,648,605,1234,1215,475,16,923,1034,1509,495,170,369,19,254,26,22257,40,4,2800,1359,0.485357,84,33.3333,22254,7.94786,450,53,16,17,6,6,6,13,0,0,150,1230,114,44,44,0,0,56,40,36
neutral,0,0,93,1,116,119,21,100,48,42,23,25,16,18,9,1335,262,573,541,1779,331,351,600,1190,57,109,628,479,1155,1208,390,40,1046,1157,1360,477,182,234,20,249,17,22170,39,3,3257,1286,0.394842,77,42.2987,22166,6.80565,444,37,14,13,9,9,4,11,0,0,126,1266,124,44,44,0,0,36,34,30
neutral,0,0,93,1,116,119,21,100,48,42,23,25,16,18,9,1335,262,573,541,1779,331,351,600,1190,57,109,628,479,1155,1208,390,40,1046,1157,1360,477,182,234,20,249,17,22170,39,3,3257,1286,0.394842,77,42.2987,22166,6.80565,444,37,14,13,9,9,4,11,0,0,126,1266,124,44,44,0,0,36,34,30
neutral,103,1,117,2,53,22,4,34,20,6,14,21,78,16,12,961,178,458,426,1192,249,263,405,895,27,76,512,293,779,855,327,15,720,861,900,329,105,173,33,167,20,16160,41,5,2256,1023,0.453457,59,38.2373,16158,7.16223,437,26,6,13,7,7,3,6,0,0,74,1306,88,24,24,0,0,6,14,20
neutral,0,0,89,114,150,2,92,30,32,52,22,15,12,19,11,1250,298,548,520,1759,328,362,655,1030,35,144,604,471,965,1268,367,18,940,1051,1317,456,166,283,23,318,16,21479,39,3,3263,1309,0.401165,100,32.63,21474,6.58106,448,46,14,16,10,10,5,12,0,0,142,1248,108,54,54,0,0,48,38,30
neutral,0,0,89,114,150,2,92,30,32,52,22,15,12,19,11,1250,298,548,520,1759,328,362,655,1030,35,144,604,471,965,1268,367,18,940,1051,1317,456,166,283,23,318,16,21479,39,3,3263,1309,0.401165,100,32.63,21474,6.58106,448,46,14,16,10,10,5,12,0,0,142,1248,108,54,54,0,0,48,38,30
neutral,65,1,79,2,40,17,25,18,6,10,66,14,8,11,10,800,184,384,361,1201,260,234,394,773,19,90,505,272,662,831,252,14,607,769,868,298,131,167,15,180,14,14408,41,5,2053,999,0.486605,55,37.3273,14408,7.01802,434,26,10,13,5,5,3,7,0,0,70,1338,82,16,16,0,0,12,20,22
neutral,93,1,88,2,56,16,4,33,23,6,14,63,15,15,11,841,175,369,348,1133,238,234,414,748,16,81,442,258,650,759,248,15,606,732,875,271,83,146,12,182,17,13777,41,5,2011,1010,0.502238,49,41.0408,13776,6.85032,436,28,8,13,5,5,4,7,0,0,74,1304,82,20,20,0,0,24,16,20
neutral,0,0,70,133,16,94,62,3,29,45,17,14,15,14,12,927,220,411,413,1392,255,281,442,854,31,138,508,397,763,977,317,27,701,853,1034,370,132,237,26,275,13,17503,39,3,2600,1137,0.437308,80,32.5,17502,6.73154,439,49,20,16,10,10,7,9,0,0,138,1222,94,66,66,0,0,34,34,44
neutral,0,0,70,133,16,94,62,3,29,45,17,14,15,14,12,927,220,411,413,1392,255,281,442,854,31,138,508,397,763,977,317,27,701,853,1034,370,132,237,26,275,13,17503,39,3,2600,1137,0.437308,80,32.5,17502,6.73154,439,49,20,16,10,10,7,9,0,0,138,1222,94,66,66,0,0,34,34,44
neutral,86,1,12,85,2,42,19,26,18,6,11,71,16,10,9,861,179,399,345,1245,229,234,377,765,19,108,517,271,654,894,321,18,674,737,904,304,120,167,24,204,14,14787,41,5,2140,994,0.464486,61,35.082,14787,6.90981,430,24,9,13,5,5,3,6,0,0,64,1330,86,24,24,0,0,14,14,18
neutral,0,0,39,1,53,32,22,16,13,9,71,11,8,11,3,630,127,293,276,810,168,161,246,538,28,81,331,215,458,601,204,12,473,524,610,220,106,125,15,146,15,10744,39,3,1545,793,0.513269,44,35.1136,10740,6.95146,443,42,14,18,11,11,7,7,0,0,132,1248,102,50,50,0,0,50,28,34
neutral,0,0,39,1,53,32,22,16,13,9,71,11,8,11,3,630,127,293,276,810,168,161,246,538,28,81,331,215,458,601,204,12,473,524,610,220,106,125,15,146,15,10744,39,3,1545,793,0.513269,44,35.1136,10740,6.95146,443,42,14,18,11,11,7,7,0,0,132,1248,102,50,50,0,0,50,28,34
neutral,218,1,350,184,2,174,135,4,294,23,6,72,50,166,70,2487,377,954,1419,3783,696,966,1332,2228,154,177,1739,1026,2588,2645,474,10,2291,1994,2489,703,393,752,29,575,17,43054,41,5,6963,1005,0.144334,110,63.3,43054,6.18325,433,26,13,16,7,7,4,7,0,0,68,1312,88,24,24,0,0,18,18,26
neutral,0,71,1,1,119,85,77,24,21,17,11,11,8,14,11,878,176,343,416,1190,207,241,398,676,18,114,441,307,673,830,295,9,670,755,853,312,140,205,14,232,9,15351,40,4,2217,968,0.436626,72,30.7917,15349,6.92332,428,46,12,11,11,11,6,15,1,0,142,1226,84,50,50,2,0,32,42,30
neutral,0,71,1,1,119,85,77,24,21,17,11,11,8,14,11,878,176,343,416,1190,207,241,398,676,18,114,441,307,673,830,295,9,670,755,853,312,140,205,14,232,9,15351,40,4,2217,968,0.436626,72,30.7917,15349,6.92332,428,46,12,11,11,11,6,15,1,0,142,1226,84,50,50,2,0,32,42,30
neutral,62,1,10,80,38,16,25,18,6,6,10,14,11,91,9,898,209,354,396,1278,227,279,404,747,24,102,477,286,730,901,293,13,683,753,925,334,137,205,26,213,18,15226,41,5,2257,995,0.440851,65,34.7231,15226,6.74612,429,26,10,12,6,6,3,6,0,0,70,1328,78,22,22,0,0,8,16,20
neutral,0,0,242,337,141,275,61,113,52,103,7,42,77,35,24,1901,324,746,757,2223,547,689,1002,1675,45,210,1016,784,1613,1632,643,21,1085,1396,2009,696,365,503,39,434,39,31016,39,3,3748,1632,0.435432,90,41.6444,31014,8.27481,442,45,22,15,9,9,7,9,1,0,140,1248,102,46,46,2,0,46,30,50
neutral,0,0,0,9,1,14,18,9,8,11,5,3,5,6,2,262,59,137,115,354,91,93,123,260,7,34,139,94,197,276,110,8,199,248,271,106,39,59,6,56,6,4817,38,2,653,458,0.701378,10,65.3,4817,7.37672,384,23,8,12,8,8,6,7,0,0,66,1012,78,30,30,0,0,30,20,16
neutral,0,0,69,117,82,19,60,3,41,27,23,10,14,14,14,938,275,386,464,1397,269,298,514,845,28,132,517,375,732,1016,296,12,671,840,1117,349,117,234,24,265,17,17685,39,3,2649,1022,0.385806,76,34.8553,17678,6.67346,435,45,17,13,11,11,4,13,3,0,146,1234,96,46,46,8,0,36,40,36
neutral,0,0,69,117,82,19,60,3,41,27,23,10,14,14,14,938,275,386,464,1397,269,298,514,845,28,132,517,375,732,1016,296,12,671,840,1117,349,117,234,24,265,17,17685,39,3,2649,1022,0.385806,76,34.8553,17678,6.67346,435,45,17,13,11,11,4,13,3,0,146,1234,96,46,46,8,0,36,40,36
neutral,81,1,85,44,3,17,26,19,54,6,12,16,8,10,7,844,180,366,379,1166,236,268,406,773,17,112,513,291,656,836,258,12,614,736,892,294,134,211,15,214,21,14882,41,5,2175,987,0.453793,39,55.7692,14882,6.8423,434,23,11,12,5,5,3,5,0,0,64,1332,88,16,16,0,0,14,12,24
neutral,0,92,111,13,134,14,92,41,4,53,27,29,21,14,14,1430,314,597,565,1822,349,346,586,1144,42,149,699,487,1164,1274,458,22,1130,1103,1395,443,198,243,42,286,21,22727,40,4,3274,1380,0.421503,85,38.5176,22721,6.93983,450,40,20,15,7,7,7,8,2,0,132,1254,114,30,30,4,0,56,32,42
neutral,0,92,111,13,134,14,92,41,4,53,27,29,21,14,14,1430,314,597,565,1822,349,346,586,1144,42,149,699,487,1164,1274,458,22,1130,1103,1395,443,198,243,42,286,21,22727,40,4,3274,1380,0.421503,85,38.5176,22721,6.93983,450,40,20,15,7,7,7,8,2,0,132,1254,114,30,30,4,0,56,32,42
neutral,82,123,2,2,50,19,39,5,21,6,12,65,24,17,11,893,175,461,383,1149,236,213,338,822,21,98,486,309,658,856,330,11,698,794,864,300,92,155,20,179,21,15206,41,5,2055,995,0.484185,48,42.8125,15204,7.39854,441,24,6,12,5,5,3,6,0,0,70,1304,86,18,18,0,0,8,14,22
neutral,0,0,67,1,133,96,2,78,39,51,21,16,14,15,10,1115,227,571,525,1519,285,256,440,958,35,87,538,387,848,1054,388,18,871,947,1115,383,158,175,27,232,29,18784,39,3,2624,1165,0.443979,69,38.029,18783,7.15816,431,37,21,13,9,9,5,13,0,0,128,1222,112,44,44,0,0,52,38,44
neutral,0,0,67,1,133,96,2,78,39,51,21,16,14,15,10,1115,227,571,525,1519,285,256,440,958,35,87,538,387,848,1054,388,18,871,947,1115,383,158,175,27,232,29,18784,39,3,2624,1165,0.443979,69,38.029,18783,7.15816,431,37,21,13,9,9,5,13,0,0,128,1222,112,44,44,0,0,52,38,44
neutral,104,1,123,2,62,24,35,5,16,6,19,22,77,13,15,1225,216,568,494,1442,275,293,435,1013,22,95,587,332,917,1001,403,15,817,945,1152,338,137,188,38,215,22,18564,41,5,2590,1141,0.440541,51,50.7843,18562,7.1668,441,24,6,12,5,5,3,6,0,0,70,1310,90,18,18,0,0,6,14,20
neutral,0,0,610,13,563,167,392,135,289,172,529,229,104,115,120,2691,466,1479,947,2992,856,821,1556,2222,138,253,1047,1742,2298,2249,960,41,1514,2375,2907,1262,338,857,47,515,37,49235,39,3,4630,1980,0.427646,94,49.2553,49231,10.633,460,50,21,14,10,10,7,12,1,0,142,1254,92,52,52,2,0,40,42,46
neutral,59,1,70,2,42,14,25,51,19,6,7,16,13,9,4,658,158,293,256,846,172,172,269,560,15,79,366,218,475,634,218,8,484,556,669,230,75,142,8,170,10,10832,41,5,1616,831,0.514233,42,38.4762,10832,6.70297,434,32,11,14,5,5,6,10,0,0,82,1288,92,22,22,0,0,24,22,26
neutral,0,75,11,156,91,2,2,61,25,43,15,13,13,9,11,1036,228,498,445,1246,241,309,388,817,20,134,535,363,784,896,221,44,744,728,926,345,140,196,19,254,23,15530,40,4,2387,1120,0.469208,80,29.8375,15528,6.50524,435,53,20,14,9,9,6,11,0,0,150,1232,124,44,44,0,0,48,34,44
neutral,0,37,111,67,2,2,2,35,15,27,11,8,12,7,7,635,162,294,277,780,157,179,230,497,13,76,345,243,494,588,195,10,445,522,549,188,70,114,8,138,12,12036,40,4,1404,749,0.533476,39,36,12026,8.56553,450,37,13,13,8,8,5,12,0,0,122,1310,98,34,34,0,0,42,36,26
neutral,0,69,11,125,74,2,75,3,35,32,19,12,11,12,10,964,179,489,466,1249,219,278,466,867,18,134,512,346,754,936,232,46,672,796,964,347,131,185,32,278,12,15514,40,4,2424,1075,0.443482,68,35.6471,15512,6.39934,442,45,18,16,10,10,6,13,1,0,144,1238,100,60,60,2,0,50,46,42
neutral,0,0,29,1,35,18,3,11,16,10,59,5,8,11,3,703,117,311,279,628,140,157,185,590,14,70,297,193,432,510,186,25,402,533,519,163,74,113,13,115,7,9243,39,3,1338,686,0.512706,22,60.8182,9242,6.90732,413,31,9,11,7,7,5,6,2,0,102,1384,66,28,28,4,0,18,24,22
neutral,0,0,82,1,165,70,62,21,42,11,9,19,12,9,26,1812,233,643,644,1866,348,330,605,1507,75,159,843,435,1183,1210,461,21,1120,1354,1383,344,145,294,25,240,57,22546,39,3,3361,1320,0.39274,92,36.5326,22542,6.70693,456,40,13,11,7,7,5,7,0,0,120,1288,74,34,34,0,0,32,28,34
neutral,0,0,78,113,145,2,54,29,51,18,16,7,14,8,8,1050,249,516,501,1435,227,282,521,966,41,152,528,425,882,1031,278,54,715,914,1046,407,117,229,46,221,18,17190,39,3,2717,1192,0.438719,81,33.5432,17189,6.32646,442,55,21,18,12,12,6,15,1,0,156,1226,104,52,52,4,0,34,44,42
neutral,0,0,42,1,104,53,38,18,29,5,12,12,15,7,2,575,135,301,253,734,159,169,233,531,31,71,332,212,499,634,189,10,437,528,624,204,81,118,16,131,8,11947,39,3,1433,781,0.54501,37,38.7297,11945,8.33566,438,46,18,13,10,10,4,11,1,0,130,1260,100,40,40,4,0,40,44,36
neutral,0,84,10,122,92,2,2,60,25,49,21,12,20,23,17,1141,234,587,505,1206,232,241,349,925,67,117,499,403,873,871,290,46,744,796,873,381,126,156,14,180,14,15794,40,4,2333,999,0.428204,57,40.9298,15794,6.76982,430,51,21,11,11,11,5,10,2,0,152,1242,88,52,52,4,0,34,38,44
neutral,0,0,43,103,41,38,12,4,29,12,10,14,8,12,5,525,126,264,287,732,151,171,228,475,11,96,323,218,417,548,153,11,338,490,562,171,67,116,10,125,6,11126,39,3,1312,696,0.530488,41,32,11124,8.47866,412,44,14,13,10,10,5,14,2,1,130,1264,106,40,40,4,2,48,46,28
neutral,0,49,1,1,149,56,2,33,15,28,12,7,11,8,13,606,168,334,266,762,145,202,217,566,8,103,327,221,535,594,214,9,505,550,558,207,104,111,10,122,6,12304,40,4,1442,767,0.5319,48,30.0417,12300,8.52982,446,41,9,12,8,8,3,13,0,0,130,1324,102,32,32,0,0,32,38,20
neutral,0,0,48,1,109,49,36,18,4,29,17,8,16,5,3,682,124,344,274,782,154,191,221,548,14,70,373,244,489,601,205,20,471,525,600,195,80,103,17,132,7,12601,39,3,1462,802,0.548564,34,43,12585,8.60807,449,43,14,12,8,8,7,6,0,0,126,1286,100,32,32,0,0,44,24,54
neutral,0,0,79,1,66,60,26,47,13,15,17,8,15,86,11,607,135,337,283,770,144,169,197,557,26,100,311,239,476,590,214,33,515,544,597,234,71,92,15,124,7,10274,39,3,1520,806,0.530263,25,60.8,10274,6.75921,446,49,20,13,8,8,8,10,0,0,138,1262,92,44,44,0,0,44,34,44
neutral,0,0,44,1,103,45,40,21,22,5,13,9,8,9,13,692,140,334,289,797,152,198,265,552,30,89,356,251,529,626,186,13,496,539,641,205,68,107,9,114,10,12820,39,3,1500,775,0.516667,33,45.4545,12815,8.54333,443,38,13,13,7,7,4,10,0,0,114,1334,90,38,38,0,0,26,36,30
neutral,0,86,132,65,2,2,63,27,43,19,17,19,8,19,19,920,187,491,393,1222,266,248,374,863,33,146,500,356,791,903,254,55,740,769,930,335,117,194,19,189,18,15270,40,4,2352,1140,0.484694,62,37.9355,15269,6.49192,452,45,22,16,7,7,8,10,0,0,130,1244,112,44,44,0,0,48,34,46
neutral,0,0,85,1,160,85,67,20,30,15,9,19,8,14,9,1580,273,584,650,1753,304,446,572,1369,28,177,767,446,1184,1247,418,21,1101,1028,1203,397,148,254,26,268,15,21321,39,3,3215,1284,0.399378,91,35.3297,21320,6.63142,426,35,12,16,8,8,4,7,0,0,114,1304,106,30,30,0,0,40,28,28
neutral,0,0,22,1,26,15,3,12,39,13,9,5,7,7,2,501,105,245,210,556,130,138,182,402,18,81,261,141,368,477,150,11,373,387,446,155,64,87,10,96,7,7668,39,3,1090,612,0.561468,17,64.1176,7667,7.03394,436,30,13,13,7,7,5,8,1,0,102,1392,76,30,30,2,0,20,28,30
neutral,0,0,74,1,147,86,86,38,43,19,6,16,18,13,11,1120,224,546,450,1346,242,269,455,921,31,141,551,388,883,1047,289,49,798,859,1127,379,130,240,20,209,21,16981,39,3,2619,1227,0.468499,79,33.1519,16980,6.48339,440,50,21,17,10,10,9,14,2,0,150,1202,122,54,54,4,0,50,42,44
neutral,0,41,1,117,53,37,16,27,14,6,6,8,10,9,5,638,138,366,249,736,147,180,204,560,11,62,341,214,513,556,195,12,450,542,537,199,104,85,23,118,7,12071,40,4,1369,743,0.542732,38,36.0263,12067,8.81446,438,44,15,16,7,7,6,6,1,0,132,1292,108,32,32,2,0,48,26,36
neutral,0,0,47,1,10,51,39,20,22,18,8,9,87,9,7,744,154,305,275,887,178,209,272,597,19,97,398,236,557,696,186,25,539,555,719,270,125,140,17,190,17,11283,39,3,1723,898,0.521184,53,32.5094,11283,6.54846,443,60,21,17,10,10,4,18,1,0,166,1192,106,66,66,4,0,48,56,44
neutral,0,0,83,124,89,72,3,27,44,19,12,16,8,20,10,969,210,521,456,1285,262,249,414,888,28,146,502,350,852,1156,264,47,818,805,1110,368,155,213,19,232,18,16473,39,3,2547,1185,0.465253,60,42.45,16472,6.46722,448,50,16,15,10,10,4,12,1,0,146,1240,102,60,60,2,0,50,38,36
neutral,0,0,83,1,162,80,57,18,40,17,6,9,21,21,16,1633,192,582,628,1655,270,296,528,1258,30,232,596,338,1207,1088,488,18,1121,1200,1117,490,139,244,29,219,18,20596,39,3,2999,1173,0.39113,61,49.1639,20588,6.86495,436,33,11,13,6,6,4,5,0,0,104,1358,80,26,26,0,0,26,22,26
